 j k t
-9.000000e+03	1.000000e+04	5.500000e+00
-8.500000e+03	1.000000e+04	1.154167e+01
-8.000000e+03	1.000000e+04	1.145833e+01
-7.500000e+03	1.000000e+04	1.133333e+01
-7.000000e+03	1.000000e+04	1.120833e+01
-6.500000e+03	1.000000e+04	1.108333e+01
-6.000000e+03	1.000000e+04	1.095833e+01
-5.500000e+03	1.000000e+04	1.083333e+01
-5.000000e+03	1.000000e+04	1.075000e+01
-4.500000e+03	1.000000e+04	1.062500e+01
-4.000000e+03	1.000000e+04	1.054167e+01
-3.500000e+03	1.000000e+04	1.045833e+01
-3.000000e+03	1.000000e+04	1.033333e+01
-2.500000e+03	1.000000e+04	1.025000e+01
-2.000000e+03	1.000000e+04	1.016667e+01
-1.500000e+03	1.000000e+04	9.958333e+00
-1.000000e+03	1.000000e+04	3.708333e+00
-5.000000e+02	1.000000e+04	3.291667e+00
0.000000e+00	1.000000e+04	2.958333e+00
5.000000e+02	1.000000e+04	2.708333e+00
1.000000e+03	1.000000e+04	2.500000e+00
1.500000e+03	1.000000e+04	2.375000e+00
2.000000e+03	1.000000e+04	2.250000e+00
2.500000e+03	1.000000e+04	2.125000e+00
3.000000e+03	1.000000e+04	2.041667e+00
3.500000e+03	1.000000e+04	1.958333e+00
4.000000e+03	1.000000e+04	1.875000e+00
4.500000e+03	1.000000e+04	1.833333e+00
5.000000e+03	1.000000e+04	1.833333e+00
5.500000e+03	1.000000e+04	1.833333e+00
6.000000e+03	1.000000e+04	1.875000e+00
6.500000e+03	1.000000e+04	1.958333e+00
7.000000e+03	1.000000e+04	2.041667e+00
7.500000e+03	1.000000e+04	2.125000e+00
8.000000e+03	1.000000e+04	2.250000e+00
8.500000e+03	1.000000e+04	2.375000e+00
9.000000e+03	1.000000e+04	2.500000e+00
-9.000000e+03	9.500000e+03	1.158333e+01
-8.500000e+03	9.500000e+03	1.154167e+01
-8.000000e+03	9.500000e+03	1.141667e+01
-7.500000e+03	9.500000e+03	1.129167e+01
-7.000000e+03	9.500000e+03	1.112500e+01
-6.500000e+03	9.500000e+03	1.100000e+01
-6.000000e+03	9.500000e+03	1.087500e+01
-5.500000e+03	9.500000e+03	1.075000e+01
-5.000000e+03	9.500000e+03	1.062500e+01
-4.500000e+03	9.500000e+03	1.050000e+01
-4.000000e+03	9.500000e+03	1.041667e+01
-3.500000e+03	9.500000e+03	1.029167e+01
-3.000000e+03	9.500000e+03	1.016667e+01
-2.500000e+03	9.500000e+03	1.008333e+01
-2.000000e+03	9.500000e+03	9.958333e+00
-1.500000e+03	9.500000e+03	4.375000e+00
-1.000000e+03	9.500000e+03	3.625000e+00
